train_loss,val_loss,val_iou,val_dice,val_acc,val_prec,val_recall,val_f1
0.2636055556682352,0.17487413656143916,0.8378359209923517,0.9029026718366714,0.9654390471322196,0.9018516319138663,0.9160692436354501,0.9040905850274222
0.16461741968719595,0.16730915967907226,0.8375932392619905,0.9014803693408058,0.9678437823341006,0.93359629824048,0.8823167057264418,0.902667308421362
0.13542723375609633,0.14917298502155713,0.8545817448979333,0.9128003625642686,0.9710891121909732,0.9186917583147685,0.9174743601254054,0.9139871665409633
0.11802008700050232,0.1396207495814278,0.8645089893114,0.9193113491648719,0.9737996918814523,0.9260675685746329,0.9224856467474074,0.9204954936390831
0.10716441531960195,0.13744868370039123,0.862997543811798,0.9174087955838158,0.9747665132795061,0.9299980975332715,0.9152621536027817,0.9185962535086132
0.10100785877726202,0.13997084839003426,0.8681880116462708,0.9210112861224583,0.9750836934362139,0.929511528923398,0.9231726703189668,0.9221979794048127
0.0957381873648451,0.13166037929199992,0.8714782538868132,0.9238022264980135,0.9757948057992117,0.9235815496671768,0.9335438064166478,0.9249906693186078
0.08748678709514225,0.12516433358902024,0.8746085944629851,0.9249909179551261,0.9772684403828212,0.9334373275438944,0.9269930027780079,0.9261792898178101
0.08466089876315083,0.1262776255607605,0.8787551942325774,0.9280338026228405,0.9778804506574358,0.9301060625485011,0.9360195398330688,0.929222195489066
0.08373798412906604,0.12197830187422888,0.878909326734997,0.9279329413459414,0.9783482369922456,0.9337567902746655,0.9312456931386676,0.9291213449977693
0.07876242034700605,0.1378566628765492,0.8756833059447152,0.926504301457178,0.976100898924328,0.9300885353769575,0.9307825883229573,0.9276930553572519
0.07626901689968424,0.12429099615131106,0.8800282410212925,0.9288285028366815,0.9780732353528341,0.9343100769179208,0.9318572617712475,0.931147080943698
0.0751236873392226,0.12217406226055963,0.8839676805904934,0.9315910503977821,0.9789428699584234,0.9338185826937357,0.9376899225371225,0.9327797248249963
0.07140448823555336,0.12528984713412467,0.8829555028960818,0.9302776416142782,0.9791248230707078,0.9355035588854835,0.93415295339766,0.9314658624785287
0.07076316839827897,0.11865508095139549,0.88246203320367,0.9304188262848627,0.9790467580159505,0.9367399533589681,0.9308594402812777,0.9316071640877497
0.07360491759606952,0.12198857058371816,0.8851708616529192,0.931998009908767,0.9793894813174293,0.9318405418168931,0.9393087920688448,0.9331865957805089
0.06652405191930973,0.11828359957961809,0.8874072852588836,0.9336495467594692,0.9799225988842192,0.9324125738370986,0.941314377103533,0.9348382251603263
0.0685305601507584,0.12231355916176523,0.886502682595026,0.9327959804307847,0.9795574494770595,0.9339104249363854,0.9395330894561041,0.9339846741585505
0.07104404175830599,0.12474449624617895,0.8791604155585879,0.9282077250026521,0.978073273386274,0.9265305263655527,0.9361343168077014,0.9305763959884643
0.06752820811665858,0.11987164801075345,0.8864775555474418,0.932907554081508,0.9801481235594977,0.9408868432044983,0.9314286305790855,0.9340960928371974
