train_loss,val_loss,val_iou,val_dice,val_acc,val_prec,val_recall,val_f1
0.888010025976565,0.7261625136647906,0.6416356339337185,0.7817028586254783,0.8723901074803518,0.7308104610539653,0.8402139275331845,0.78170299757753
0.6556691614647135,0.5384118446281978,0.7194537606618483,0.836839904767102,0.9093459443417852,0.8195049461835966,0.8549240830765235,0.8368400022093101
0.541988960343301,0.44798652302651176,0.750946929314537,0.8577609255221901,0.9231573961452095,0.8635565521880405,0.8520425731516139,0.8577610084314523
0.474282551830569,0.40474779180118015,0.7664544511560505,0.8677885248096229,0.9259240978492235,0.8430774797909146,0.893991898252379,0.867788600921415
0.42566735169694575,0.3719604424067906,0.7867452233434971,0.8806462309956851,0.9353062429827844,0.8836256238529061,0.8776868623469076,0.880646298759792
0.3896829616972687,0.35784194668134056,0.7915457398840685,0.883645582987225,0.9342787873959113,0.8520063723773071,0.9177252609749301,0.8836456487341511
0.3741537479800792,0.33371203172774544,0.8036819545273949,0.8911570607113798,0.9397134015660086,0.8753145389537111,0.9075836282335483,0.8911571217597029
0.3465103707787074,0.333073057447161,0.7947087867928307,0.8856130784459871,0.9385764299038641,0.8971080759329477,0.874408933964314,0.8856131430160271
0.3360376383026187,0.3040807862366949,0.8226375251522088,0.9026891126731413,0.9457579652706306,0.8812688806474628,0.9251765705200194,0.9026891665418582
0.31895512762986306,0.30859305361906686,0.8224069396870469,0.9025502721453365,0.9453531961954996,0.8761336923956415,0.9306093648568599,0.9025503260820255
0.30887977104471387,0.28902492828312376,0.8255065341418449,0.9044136722631985,0.9482092577540232,0.907831051366072,0.9010219249849201,0.9044137251068199
0.29671048125424704,0.27457130402326585,0.8395240195312548,0.9127622261167118,0.9518243115819143,0.8991295548393164,0.9268146610988481,0.9127622738935228
0.28633360602001284,0.2791306468702498,0.8322143921532572,0.9084246862346946,0.9478029902109842,0.8686071670088863,0.9520681095160622,0.9084247365321465
0.2742116087383102,0.26716831454208917,0.8420126146619005,0.9142311056501109,0.9531118609948073,0.9095414037216848,0.918969419531561,0.9142311525565403
0.26545307498040416,0.2569331169128418,0.845369494550098,0.9162062091594286,0.9539167210013567,0.9061565509606714,0.9264812771407923,0.9162062548824895
0.2602916414174028,0.2674546603645597,0.8422397037258067,0.9143649461277306,0.9540437618415513,0.926815244893418,0.9022447136365596,0.9143649929469035
0.2503025242314933,0.2529572917591958,0.8462595178397689,0.916728671849927,0.9535633932330652,0.8946016910464096,0.9399779849658054,0.916728717239805
0.243313315061652,0.26360238996290025,0.8490886174395142,0.9183860734757769,0.954321435254491,0.8931260698087206,0.9451165063027817,0.9183861178735883
0.237149105174219,0.25079349123296285,0.8455411771078745,0.9163070297167923,0.9553483791693956,0.934424428078183,0.8988788191985144,0.9163070753682647
0.2320804821607023,0.2296991320238227,0.8620709261273516,0.9259270568390717,0.9597038040617982,0.9256791369408541,0.9261751095711688,0.9259270968384239
