train_loss,val_loss,val_iou,val_dice,val_acc,val_prec,val_recall,val_f1
0.8512901933873678,0.6778177011580694,0.6515818422356644,0.7890397261254101,0.8863438771870322,0.7965881283742692,0.7816330370667197,0.7890398597950182
0.6130593664095171,0.544388971442268,0.6757998376216617,0.8065400442821075,0.9034086124625749,0.8856101329294417,0.7404319274444859,0.8065401632580629
0.5043453411680187,0.4555625298193523,0.7328590079146248,0.8458380105564036,0.9173851332978574,0.8585989630794717,0.8334508230101572,0.845838101665995
0.4364811465445672,0.40169228286970227,0.7667828120514308,0.8679989490741208,0.9253661195675056,0.8361411559704869,0.9023805267748847,0.8679990250012949
0.3844699477647948,0.3620656913235074,0.7858518820636028,0.8800862937810146,0.9354171661559693,0.8888058502684223,0.8715361601640865,0.8800863619005643
0.3407808897721247,0.3446071664492289,0.7975400341173189,0.8873683133393472,0.9383702809225299,0.8820199401048046,0.892781944983926,0.8873683768009032
0.30683626467808367,0.3268955693358467,0.8110227571765091,0.8956516465214841,0.9413007542044817,0.8668800219136418,0.9263986871620681,0.895651704710074
0.2783230039290092,0.3212949137602534,0.8055230072500886,0.8922877238512122,0.9430131558172717,0.9179592946552262,0.8680129482808068,0.8922877841613791
0.24909824714524803,0.3009114400261924,0.823857620503578,0.9034231743112777,0.9483913581528349,0.9197432365108881,0.8876721856574412,0.903423227744948
0.22598718674466634,0.27536819137278057,0.8397679013901787,0.9129063516714552,0.9526256081586826,0.912761248014177,0.9130515014710349,0.9129063993727691
0.20232808421721982,0.3232839123124168,0.8143426300409612,0.8976723762728062,0.9467979385467347,0.941005932625732,0.8581541643762435,0.8976724331480318
0.18297906496876473,0.26189317795492356,0.849668079787572,0.9187249205113097,0.9556201318066991,0.9150650269075536,0.9224142078955803,0.9187249647431575
0.1731098441246409,0.3032400633607592,0.8306877285954287,0.9075143899421482,0.9478864841118544,0.8769847873580424,0.9402462511945011,0.907514440835855
0.15800843400934253,0.25346091865074066,0.8618964000189745,0.925826377891048,0.95930875675407,0.9179066744598399,0.933883933191499,0.9258264179461428
0.14597886432600987,0.2512519930090223,0.859844818281022,0.9246414645236276,0.9588080857328312,0.9200108733160933,0.9293189048394146,0.9246415052727476
0.1413474019866782,0.2871644628189859,0.8522202341492053,0.9202147978268495,0.9559271167138379,0.9062162795235955,0.9346525777615942,0.9202148411679186
0.12321275799149395,0.24613551873536338,0.8716080513244944,0.9314001942956778,0.9620016863246164,0.9147997552166701,0.9486142490225655,0.9314002311097375
0.11697632035873315,0.2865064002218701,0.8510569603774506,0.9195362202186484,0.9575456447943956,0.9487391201338801,0.8920774101288046,0.9195362639295797
0.11224826660971292,0.24600850570769536,0.8670885491774021,0.9288135258067135,0.9613175991766467,0.9296105227742489,0.9280178942713919,0.9288135641278881
0.10669660695587484,0.26323607045979724,0.8600120494652181,0.9247381485646664,0.9588004472013005,0.918771686589031,0.9307826089293993,0.9247381892565656
